order_id,order_datetime,customer_id,product_id,quantity,selling_price,discount_percent,gross_amount,discount_amount,net_amount,product_cost,shipping_cost,payment_fee,profit,order_status,profit_margin,profit_status,discount_category
O00164,2026-07-04 18:40:42,C0050,P042,4,60982.04,15,243928.16,36589.22,207338.94,181294.88,486.46,2462.77,23094.83,Completed,11.14,Profit,Medium Discount
O00165,2026-06-27 04:50:17,C0096,P038,5,7609.77,25,38048.85,9512.21,28536.64,26266.4,164.89,662.98,1442.37,Pending,5.05,Profit,High Discount
O00166,2026-08-05 09:49:36,C0043,P010,2,73897.59,5,147795.18,7389.76,140405.42,98693.94,423.89,3831.97,37455.62,Completed,26.68,Profit,Low Discount
O00167,2026-08-12 19:35:05,C0091,P008,1,21730.36,15,21730.36,3259.55,18470.81,16401.45,354.43,264.38,1450.55,Completed,7.85,Profit,Medium Discount
O00168,2026-07-08 23:05:40,C0053,P048,5,4611.21,10,23056.05,2305.6,20750.44,18533.6,206.86,273.61,1736.38,Completed,8.37,Profit,Medium Discount
O00169,2026-06-29 01:30:51,C0063,P009,1,19784.64,10,19784.64,1978.46,17806.18,14190.54,441.84,456.69,2717.11,Completed,15.26,Profit,Medium Discount
O00170,2026-08-11 21:06:24,C0075,P004,2,1247.78,10,2495.56,249.56,2246.0,1990.24,197.16,52.45,6.15,Completed,0.27,Profit,Medium Discount
O00171,2026-06-01 05:19:30,C0082,P013,1,48575.8,5,48575.8,2428.79,46147.01,33508.29,441.01,808.19,11389.52,Completed,24.68,Profit,Low Discount
O00172,2026-07-27 23:18:10,C0071,P025,5,12111.87,5,60559.35,3027.97,57531.38,37873.65,214.91,1031.16,18411.66,Completed,32.0,Profit,Low Discount
O00173,2026-08-08 09:53:20,C0060,P029,1,44167.07,10,44167.07,4416.71,39750.36,31749.78,295.56,750.82,6954.2,Completed,17.49,Profit,Medium Discount
O00174,2026-07-01 20:31:54,C0011,P035,2,54528.17,15,109056.34,16358.45,92697.89,88310.58,275.2,1932.5,2179.61,Pending,2.35,Profit,Medium Discount
O00175,2026-06-29 11:11:55,C0066,P006,4,14835.37,0,59341.48,0.0,59341.48,42221.96,203.56,1044.64,15871.32,Completed,26.75,Profit,No Discount
O00176,2026-06-10 22:25:13,C0037,P015,4,52959.23,10,211836.92,21183.69,190653.23,154376.68,227.46,4001.48,32047.61,Completed,16.81,Profit,Medium Discount
O00177,2026-07-28 18:13:37,C0043,P045,5,62341.11,0,311705.55,0.0,311705.55,232151.3,53.4,7153.48,72347.37,Cancelled,23.21,Profit,No Discount
O00178,2026-06-09 18:34:14,C0025,P036,3,65042.97,5,195128.91,9756.45,185372.46,127091.16,138.72,3630.27,54512.31,Completed,29.41,Profit,Low Discount
O00179,2026-08-06 07:28:57,C0078,P004,5,1247.78,5,6238.9,311.94,5926.96,4975.6,188.28,154.46,608.61,Completed,10.27,Profit,Low Discount
O00180,2026-07-17 16:19:08,C0016,P042,4,60982.04,15,243928.16,36589.22,207338.94,181294.88,229.96,6123.65,19690.45,Completed,9.5,Profit,Medium Discount
O00181,2026-06-12 16:38:33,C0094,P011,4,53636.0,0,214544.0,0.0,214544.0,142499.32,286.32,5187.87,66570.49,Completed,31.03,Profit,No Discount
O00182,2026-07-30 02:56:07,C0042,P042,4,60982.04,10,243928.16,24392.82,219535.34,181294.88,89.17,5777.07,32374.22,Completed,14.75,Profit,Medium Discount
O00183,2026-07-31 06:34:26,C0045,P042,3,60982.04,0,182946.12,0.0,182946.12,135971.16,337.09,3714.45,42923.42,Completed,23.46,Profit,No Discount
O00184,2026-07-06 09:10:36,C0026,P009,2,19784.64,0,39569.28,0.0,39569.28,28381.08,212.35,1112.6,9863.25,Completed,24.93,Profit,No Discount
O00185,2026-07-02 19:39:11,C0049,P026,3,3524.72,15,10574.16,1586.12,8988.04,8290.92,173.66,237.75,285.71,Completed,3.18,Profit,Medium Discount
O00186,2026-07-16 14:53:23,C0074,P025,2,12111.87,15,24223.74,3633.56,20590.18,15149.46,117.37,380.48,4942.87,Completed,24.01,Profit,Medium Discount
O00187,2026-06-08 23:56:36,C0049,P035,4,54528.17,20,218112.68,43622.54,174490.14,176621.16,147.53,2078.93,-4357.48,Completed,-2.5,Loss,High Discount
O00188,2026-06-12 10:19:07,C0015,P035,4,54528.17,5,218112.68,10905.63,207207.05,176621.16,337.08,3136.63,27112.18,Completed,13.08,Profit,Low Discount
O00189,2026-06-28 11:26:15,C0057,P025,2,12111.87,5,24223.74,1211.19,23012.55,15149.46,318.67,541.18,7003.24,Completed,30.43,Profit,Low Discount
O00190,2026-05-24 07:00:34,C0039,P041,1,33978.49,0,33978.49,0.0,33978.49,28501.77,203.49,896.15,4377.08,Completed,12.88,Profit,No Discount
O00191,2026-07-25 01:08:25,C0042,P032,5,39676.81,0,198384.05,0.0,198384.05,129920.1,88.55,5531.7,62843.7,Completed,31.68,Profit,No Discount
O00192,2026-06-13 12:15:18,C0008,P033,3,39743.89,5,119231.67,5961.58,113270.09,81492.33,327.72,2134.94,29315.1,Completed,25.88,Profit,Low Discount
O00193,2026-06-08 12:52:11,C0060,P005,4,57603.46,5,230413.84,11520.69,218893.15,181936.64,293.01,6041.8,30621.7,Completed,13.99,Profit,Low Discount
O00194,2026-06-12 03:36:08,C0044,P003,2,10250.36,25,20500.72,5125.18,15375.54,17384.2,347.83,325.28,-2681.77,Completed,-17.44,Loss,High Discount
O00195,2026-06-18 09:02:30,C0030,P008,4,21730.36,0,86921.44,0.0,86921.44,65605.8,482.75,1973.05,18859.84,Completed,21.7,Profit,No Discount
O00196,2026-06-16 19:26:15,C0055,P016,2,6487.76,0,12975.52,0.0,12975.52,11145.98,252.67,325.99,1250.88,Completed,9.64,Profit,No Discount
O00197,2026-08-11 11:21:49,C0012,P008,4,21730.36,10,86921.44,8692.14,78229.3,65605.8,222.14,969.78,11431.58,Pending,14.61,Profit,Medium Discount
O00198,2026-07-08 05:06:22,C0005,P020,4,57264.84,5,229059.36,11452.97,217606.39,176749.44,352.2,2580.5,37924.25,Completed,17.43,Profit,Low Discount
O00199,2026-05-24 14:13:11,C0072,P039,1,35994.24,10,35994.24,3599.42,32394.82,22531.52,278.08,427.16,9158.06,Completed,28.27,Profit,Medium Discount
O00200,2026-05-30 04:53:42,C0036,P033,2,39743.89,5,79487.78,3974.39,75513.39,54328.22,221.41,1278.17,19685.59,Completed,26.07,Profit,Low Discount
O00201,2026-05-31 09:55:16,C0065,P011,3,53636.0,5,160908.0,8045.4,152862.6,106874.49,251.24,3364.79,42372.08,Completed,27.72,Profit,Low Discount
O00202,2026-06-08 05:20:18,C0035,P022,3,753.69,10,2261.07,226.11,2034.96,1638.66,304.96,36.26,55.08,Completed,2.71,Profit,Medium Discount
O00203,2026-06-22 22:59:49,C0049,P042,2,60982.04,10,121964.08,12196.41,109767.67,90647.44,353.44,2266.66,16500.13,Completed,15.03,Profit,Medium Discount
O00204,2026-07-23 03:28:49,C0067,P016,4,6487.76,15,25951.04,3892.66,22058.38,22291.96,195.14,230.68,-659.4,Completed,-2.99,Loss,Medium Discount
O00205,2026-05-31 14:31:20,C0035,P018,4,5164.57,10,20658.28,2065.83,18592.45,16134.4,469.73,399.8,1588.52,Completed,8.54,Profit,Medium Discount
O00206,2026-07-24 08:32:10,C0033,P036,1,65042.97,10,65042.97,6504.3,58538.67,42363.72,394.16,790.08,14990.71,Completed,25.61,Profit,Medium Discount
O00207,2026-06-06 13:00:23,C0041,P006,1,14835.37,15,14835.37,2225.31,12610.06,10555.49,104.79,246.71,1703.07,Completed,13.51,Profit,Medium Discount
O00208,2026-05-23 00:07:27,C0079,P004,5,1247.78,10,6238.9,623.89,5615.01,4975.6,484.62,104.72,50.07,Completed,0.89,Profit,Medium Discount
O00209,2026-06-26 01:10:21,C0078,P020,2,57264.84,5,114529.68,5726.48,108803.2,88374.72,433.15,1088.76,18906.57,Completed,17.38,Profit,Low Discount
O00210,2026-06-25 08:14:08,C0002,P023,3,17155.13,5,51465.39,2573.27,48892.12,40850.19,304.0,676.45,7061.48,Completed,14.44,Profit,Low Discount
O00211,2026-06-17 21:28:11,C0011,P050,5,35590.05,10,177950.25,17795.03,160155.22,138652.15,183.81,2979.97,18339.3,Completed,11.45,Profit,Medium Discount
O00212,2026-07-08 10:50:09,C0021,P009,4,19784.64,5,79138.56,3956.93,75181.63,56762.16,95.47,1792.57,16531.43,Completed,21.99,Profit,Low Discount
O00213,2026-07-01 00:08:33,C0004,P004,1,1247.78,5,1247.78,62.39,1185.39,995.12,149.36,15.97,24.94,Completed,2.1,Profit,Low Discount
O00214,2026-06-26 03:17:04,C0038,P039,2,35994.24,0,71988.48,0.0,71988.48,45063.04,448.97,1367.47,25109.0,Completed,34.88,Profit,No Discount
O00215,2026-05-22 19:32:59,C0007,P027,4,10161.47,10,40645.88,4064.59,36581.29,29663.04,129.6,649.01,6139.64,Pending,16.78,Profit,Medium Discount
O00216,2026-06-05 20:25:09,C0055,P002,3,36560.51,10,109681.53,10968.15,98713.38,77426.64,405.65,2136.45,18744.64,Completed,18.99,Profit,Medium Discount
O00217,2026-08-05 15:14:14,C0039,P005,1,57603.46,5,57603.46,2880.17,54723.29,45484.16,425.44,1235.98,7577.71,Completed,13.85,Profit,Low Discount
O00218,2026-06-26 13:27:56,C0045,P032,4,39676.81,5,158707.24,7935.36,150771.88,103936.08,169.63,3455.96,43210.21,Completed,28.66,Profit,Low Discount
O00219,2026-06-23 14:00:25,C0055,P026,4,3524.72,20,14098.88,2819.78,11279.1,11054.56,159.57,259.81,-194.84,Completed,-1.73,Loss,High Discount
O00220,2026-08-12 14:53:12,C0093,P029,2,44167.07,15,88334.14,13250.12,75084.02,63499.56,451.44,2185.45,8947.57,Completed,11.92,Profit,Medium Discount
O00221,2026-07-30 12:12:51,C0009,P041,1,33978.49,15,33978.49,5096.77,28881.72,28501.77,84.39,450.19,-154.63,Cancelled,-0.54,Loss,Medium Discount
O00222,2026-07-12 11:27:50,C0060,P040,5,30510.63,15,152553.15,22882.97,129670.18,123979.55,272.95,2298.66,3119.02,Completed,2.41,Profit,Medium Discount
O00223,2026-07-23 07:08:46,C0049,P015,1,52959.23,0,52959.23,0.0,52959.23,38594.17,283.28,688.65,13393.13,Completed,25.29,Profit,No Discount
O00224,2026-05-18 15:58:22,C0065,P023,5,17155.13,0,85775.65,0.0,85775.65,68083.65,67.11,2137.88,15487.01,Completed,18.06,Profit,No Discount
O00225,2026-08-07 22:47:26,C0051,P024,3,4338.48,0,13015.44,0.0,13015.44,10294.89,480.43,322.13,1917.99,Completed,14.74,Profit,No Discount
O00226,2026-08-10 06:32:20,C0100,P011,4,53636.0,15,214544.0,32181.6,182362.4,142499.32,347.62,2499.08,37016.38,Completed,20.3,Profit,Medium Discount
O00227,2026-07-30 02:25:29,C0005,P005,2,57603.46,0,115206.92,0.0,115206.92,90968.32,86.98,3382.15,20769.47,Completed,18.03,Profit,No Discount
O00228,2026-07-11 15:54:57,C0025,P009,2,19784.64,15,39569.28,5935.39,33633.89,28381.08,54.69,508.15,4689.97,Completed,13.94,Profit,Medium Discount
O00229,2026-06-22 16:48:44,C0041,P025,2,12111.87,10,24223.74,2422.37,21801.37,15149.46,453.12,358.51,5840.28,Completed,26.79,Profit,Medium Discount
O00230,2026-07-02 01:54:13,C0091,P040,2,30510.63,10,61021.26,6102.13,54919.13,49591.82,312.09,1370.86,3644.36,Completed,6.64,Profit,Medium Discount
O00231,2026-05-17 08:11:56,C0098,P011,2,53636.0,5,107272.0,5363.6,101908.4,71249.66,467.64,1476.89,28714.21,Completed,28.18,Profit,Low Discount
O00232,2026-06-19 22:07:03,C0059,P014,4,9054.92,5,36219.68,1810.98,34408.7,24623.16,123.66,532.5,9129.38,Cancelled,26.53,Profit,Low Discount
O00233,2026-06-14 18:16:41,C0044,P032,3,39676.81,20,119030.43,23806.09,95224.34,77952.06,340.61,1496.75,15434.92,Completed,16.21,Profit,High Discount
O00234,2026-07-28 22:11:04,C0039,P049,4,24913.36,20,99653.44,19930.69,79722.75,65052.12,163.51,2001.11,12506.01,Completed,15.69,Profit,High Discount
O00235,2026-06-23 15:11:42,C0008,P046,4,19668.85,0,78675.4,0.0,78675.4,59454.2,194.03,1971.9,17055.27,Completed,21.68,Profit,No Discount
O00236,2026-08-07 15:08:17,C0092,P029,5,44167.07,0,220835.35,0.0,220835.35,158748.9,109.28,5414.79,56562.38,Completed,25.61,Profit,No Discount
O00237,2026-08-11 08:08:08,C0095,P015,3,52959.23,0,158877.69,0.0,158877.69,115782.51,204.07,2902.43,39988.68,Completed,25.17,Profit,No Discount
O00238,2026-08-05 21:50:57,C0097,P003,3,10250.36,0,30751.08,0.0,30751.08,26076.3,92.19,662.48,3920.11,Completed,12.75,Profit,No Discount
O00239,2026-06-26 10:51:02,C0008,P042,2,60982.04,0,121964.08,0.0,121964.08,90647.44,161.01,2991.69,28163.94,Pending,23.09,Profit,No Discount
O00240,2026-07-08 00:36:18,C0099,P032,2,39676.81,15,79353.62,11903.04,67450.58,51968.04,189.92,1675.94,13616.68,Completed,20.19,Profit,Medium Discount
O00241,2026-07-28 08:17:52,C0091,P027,2,10161.47,5,20322.94,1016.15,19306.79,14831.52,402.71,407.07,3665.49,Completed,18.99,Profit,Low Discount
O00242,2026-07-27 02:16:54,C0090,P012,1,70135.64,0,70135.64,0.0,70135.64,45764.99,387.3,1765.56,22217.79,Completed,31.68,Profit,No Discount
O00243,2026-07-08 19:02:26,C0016,P031,3,16534.23,25,49602.69,12400.67,37202.02,34438.47,215.74,705.8,1842.01,Completed,4.95,Profit,High Discount
O00244,2026-08-02 10:17:17,C0024,P035,2,54528.17,5,109056.34,5452.82,103603.52,88310.58,235.68,2477.41,12579.85,Completed,12.14,Profit,Low Discount
O00245,2026-07-14 08:08:26,C0038,P046,4,19668.85,0,78675.4,0.0,78675.4,59454.2,224.45,1419.82,17576.93,Completed,22.34,Profit,No Discount
O00246,2026-08-11 22:30:44,C0093,P014,3,9054.92,0,27164.76,0.0,27164.76,18467.37,310.99,576.7,7809.7,Completed,28.75,Profit,No Discount
O00247,2026-06-07 04:21:09,C0024,P034,2,38663.96,10,77327.92,7732.79,69595.13,55698.0,60.32,1144.29,12692.52,Completed,18.24,Profit,Medium Discount
O00248,2026-07-03 04:07:02,C0083,P022,5,753.69,15,3768.45,565.27,3203.18,2731.1,491.89,45.48,-65.29,Completed,-2.04,Loss,Medium Discount
O00249,2026-06-07 01:44:59,C0019,P048,5,4611.21,0,23056.05,0.0,23056.05,18533.6,197.69,430.7,3894.06,Completed,16.89,Profit,No Discount
O00250,2026-06-12 06:26:44,C0092,P047,3,24905.73,15,74717.19,11207.58,63509.61,56279.43,184.75,855.45,6189.98,Completed,9.75,Profit,Medium Discount
O00251,2026-06-28 02:01:54,C0020,P048,3,4611.21,15,13833.63,2075.04,11758.59,11120.16,496.01,293.31,-150.89,Completed,-1.28,Loss,Medium Discount
O00252,2026-07-02 22:05:17,C0090,P016,5,6487.76,0,32438.8,0.0,32438.8,27864.95,213.01,541.41,3819.43,Completed,11.77,Profit,No Discount
O00253,2026-05-19 14:05:34,C0094,P045,1,62341.11,20,62341.11,12468.22,49872.89,46430.26,402.16,554.72,2485.75,Completed,4.98,Profit,High Discount
O00254,2026-06-23 12:33:47,C0026,P005,5,57603.46,10,288017.3,28801.73,259215.57,227420.8,266.41,4848.27,26680.09,Cancelled,10.29,Profit,Medium Discount
O00255,2026-06-18 09:41:55,C0100,P006,2,14835.37,0,29670.74,0.0,29670.74,21110.98,377.57,591.31,7590.88,Completed,25.58,Profit,No Discount
O00256,2026-07-20 17:02:55,C0057,P036,1,65042.97,0,65042.97,0.0,65042.97,42363.72,324.6,826.51,21528.14,Completed,33.1,Profit,No Discount
O00257,2026-07-21 16:58:32,C0024,P025,4,12111.87,0,48447.48,0.0,48447.48,30298.92,177.24,527.69,17443.63,Completed,36.01,Profit,No Discount
O00258,2026-08-02 06:16:00,C0007,P035,4,54528.17,15,218112.68,32716.9,185395.78,176621.16,488.68,3230.36,5055.58,Completed,2.73,Profit,Medium Discount
O00259,2026-06-25 00:35:11,C0089,P013,4,48575.8,0,194303.2,0.0,194303.2,134033.16,433.89,2123.74,57712.41,Completed,29.7,Profit,No Discount
O00260,2026-07-26 01:55:30,C0057,P021,4,57718.84,5,230875.36,11543.77,219331.59,181440.24,397.34,2572.43,34921.58,Completed,15.92,Profit,Low Discount
O00261,2026-06-01 19:02:32,C0032,P011,4,53636.0,0,214544.0,0.0,214544.0,142499.32,446.96,3833.68,67764.04,Completed,31.59,Profit,No Discount
O00262,2026-08-06 08:58:49,C0014,P037,2,5368.01,25,10736.02,2684.0,8052.02,8780.34,115.23,197.3,-1040.85,Completed,-12.93,Loss,High Discount
O00263,2026-07-01 03:33:29,C0049,P019,3,58038.98,25,174116.94,43529.24,130587.7,121333.17,323.84,2218.7,6712.0,Completed,5.14,Profit,High Discount
O00264,2026-08-14 01:08:51,C0050,P004,2,1247.78,0,2495.56,0.0,2495.56,1990.24,357.69,52.16,95.47,Pending,3.83,Profit,No Discount
O00265,2026-05-29 03:51:16,C0061,P034,4,38663.96,15,154655.84,23198.38,131457.46,111396.0,80.45,3175.58,16805.43,Completed,12.78,Profit,Medium Discount
O00266,2026-07-16 04:25:26,C0070,P046,2,19668.85,10,39337.7,3933.77,35403.93,29727.1,124.6,1023.67,4528.56,Completed,12.79,Profit,Medium Discount
O00267,2026-07-07 15:03:30,C0066,P010,2,73897.59,20,147795.18,29559.04,118236.14,98693.94,257.07,2954.21,16330.92,Completed,13.81,Profit,High Discount
O00268,2026-05-19 09:17:47,C0040,P038,4,7609.77,5,30439.08,1521.95,28917.13,21013.12,490.13,748.37,6665.51,Completed,23.05,Profit,Low Discount
O00269,2026-08-12 19:45:27,C0032,P007,5,63520.31,0,317601.55,0.0,317601.55,223812.0,198.6,7982.92,85608.03,Completed,26.95,Profit,No Discount
O00270,2026-06-24 00:35:38,C0085,P015,4,52959.23,20,211836.92,42367.38,169469.54,154376.68,157.46,3224.12,11711.28,Pending,6.91,Profit,High Discount
O00271,2026-07-13 05:40:13,C0026,P049,2,24913.36,0,49826.72,0.0,49826.72,32526.06,258.77,1404.34,15637.55,Completed,31.38,Profit,No Discount
O00272,2026-07-10 13:35:20,C0099,P006,4,14835.37,10,59341.48,5934.15,53407.33,42221.96,228.82,633.85,10322.7,Completed,19.33,Profit,Medium Discount
O00273,2026-07-20 03:21:42,C0011,P012,2,70135.64,0,140271.28,0.0,140271.28,91529.98,210.5,3527.77,45003.03,Completed,32.08,Profit,No Discount
O00274,2026-05-19 09:36:45,C0072,P009,2,19784.64,0,39569.28,0.0,39569.28,28381.08,363.15,1023.47,9801.58,Completed,24.77,Profit,No Discount
O00275,2026-05-24 22:04:19,C0003,P045,3,62341.11,20,187023.33,37404.67,149618.66,139290.78,125.98,3013.47,7188.43,Completed,4.8,Profit,High Discount
O00276,2026-07-18 04:10:31,C0008,P037,4,5368.01,15,21472.04,3220.81,18251.23,17560.68,190.92,474.02,25.61,Pending,0.14,Profit,Medium Discount
O00277,2026-06-27 09:12:01,C0019,P032,1,39676.81,15,39676.81,5951.52,33725.29,25984.02,277.34,989.59,6474.34,Completed,19.2,Profit,Medium Discount
O00278,2026-05-29 22:39:46,C0021,P030,5,3158.31,5,15791.55,789.58,15001.97,11153.0,498.69,443.99,2906.29,Completed,19.37,Profit,Low Discount
O00279,2026-08-08 22:22:13,C0027,P005,1,57603.46,0,57603.46,0.0,57603.46,45484.16,63.21,1524.14,10531.95,Completed,18.28,Profit,No Discount
O00280,2026-06-30 14:17:44,C0005,P035,5,54528.17,5,272640.85,13632.04,259008.81,220776.45,183.42,7346.57,30702.37,Completed,11.85,Profit,Low Discount
O00281,2026-06-03 09:55:10,C0060,P044,1,14190.49,10,14190.49,1419.05,12771.44,9020.11,419.74,245.02,3086.57,Completed,24.17,Profit,Medium Discount
O00282,2026-05-21 15:37:55,C0098,P022,3,753.69,20,2261.07,452.21,1808.86,1638.66,286.45,26.93,-143.18,Completed,-7.92,Loss,High Discount
O00283,2026-06-11 00:40:06,C0090,P033,5,39743.89,10,198719.45,19871.94,178847.5,135820.55,457.41,4434.24,38135.31,Completed,21.32,Profit,Medium Discount
O00284,2026-06-22 13:50:10,C0075,P023,1,17155.13,15,17155.13,2573.27,14581.86,13616.73,262.08,431.36,271.69,Completed,1.86,Profit,Medium Discount
O00285,2026-06-17 13:14:50,C0084,P016,2,6487.76,5,12975.52,648.78,12326.74,11145.98,358.85,140.44,681.47,Completed,5.53,Profit,Low Discount
O00286,2026-06-06 07:39:52,C0073,P020,4,57264.84,25,229059.36,57264.84,171794.52,176749.44,82.7,1982.78,-7020.4,Completed,-4.09,Loss,High Discount
O00287,2026-06-29 21:59:11,C0058,P025,5,12111.87,0,60559.35,0.0,60559.35,37873.65,186.78,1396.7,21102.22,Cancelled,34.85,Profit,No Discount
O00288,2026-06-17 12:03:58,C0076,P017,1,42246.44,15,42246.44,6336.97,35909.47,34836.7,349.24,546.03,177.5,Cancelled,0.49,Profit,Medium Discount
O00289,2026-06-18 12:53:36,C0091,P023,3,17155.13,0,51465.39,0.0,51465.39,40850.19,251.17,988.5,9375.53,Completed,18.22,Profit,No Discount
O00290,2026-07-29 16:15:14,C0072,P035,3,54528.17,25,163584.51,40896.13,122688.38,132465.87,99.82,2263.72,-12141.03,Completed,-9.9,Loss,High Discount
O00291,2026-08-10 04:10:12,C0088,P014,2,9054.92,25,18109.84,4527.46,13582.38,12311.58,107.35,328.07,835.38,Pending,6.15,Profit,High Discount
O00292,2026-06-22 13:53:18,C0003,P042,3,60982.04,15,182946.12,27441.92,155504.2,135971.16,58.1,4549.46,14925.48,Completed,9.6,Profit,Medium Discount
O00293,2026-06-12 18:50:42,C0019,P047,4,24905.73,0,99622.92,0.0,99622.92,75039.24,366.66,2073.55,22143.47,Completed,22.23,Profit,No Discount
O00294,2026-07-28 18:46:12,C0030,P009,1,19784.64,10,19784.64,1978.46,17806.18,14190.54,185.57,391.15,3038.92,Completed,17.07,Profit,Medium Discount
O00295,2026-08-05 12:59:03,C0059,P014,1,9054.92,0,9054.92,0.0,9054.92,6155.79,456.3,244.89,2197.94,Completed,24.27,Profit,No Discount
O00296,2026-06-26 16:46:39,C0086,P041,5,33978.49,15,169892.45,25483.87,144408.58,142508.85,178.38,2683.64,-962.29,Completed,-0.67,Loss,Medium Discount
O00297,2026-06-10 06:17:43,C0050,P021,5,57718.84,0,288594.2,0.0,288594.2,226800.3,424.12,6343.18,55026.6,Completed,19.07,Profit,No Discount
O00298,2026-08-05 19:56:37,C0073,P009,4,19784.64,20,79138.56,15827.71,63310.85,56762.16,79.11,1843.39,4626.19,Completed,7.31,Profit,High Discount
O00299,2026-05-24 17:18:56,C0087,P047,4,24905.73,20,99622.92,19924.58,79698.34,75039.24,258.99,1016.19,3383.92,Completed,4.25,Profit,High Discount
O00300,2026-07-01 10:21:16,C0052,P029,5,44167.07,10,220835.35,22083.54,198751.82,158748.9,316.26,4780.51,34906.15,Completed,17.56,Profit,Medium Discount
O00301,2026-05-18 15:37:35,C0071,P028,4,23427.95,5,93711.8,4685.59,89026.21,74435.16,404.04,2618.73,11568.28,Completed,12.99,Profit,Low Discount
O00302,2026-07-28 11:48:47,C0088,P034,3,38663.96,15,115991.88,17398.78,98593.1,83547.0,277.82,2236.3,12531.98,Completed,12.71,Profit,Medium Discount
O00303,2026-07-08 03:23:51,C0025,P018,1,5164.57,0,5164.57,0.0,5164.57,4033.6,321.83,145.37,663.77,Completed,12.85,Profit,No Discount
O00304,2026-05-21 19:49:42,C0065,P029,5,44167.07,10,220835.35,22083.54,198751.82,158748.9,138.24,4415.39,35449.29,Completed,17.84,Profit,Medium Discount
O00305,2026-06-19 17:55:37,C0056,P049,5,24913.36,10,124566.8,12456.68,112110.12,81315.15,434.36,1232.08,29128.53,Completed,25.98,Profit,Medium Discount
O00306,2026-06-07 12:56:08,C0020,P033,2,39743.89,10,79487.78,7948.78,71539.0,54328.22,247.34,1028.03,15935.41,Completed,22.28,Profit,Medium Discount
O00307,2026-07-18 21:24:20,C0054,P041,1,33978.49,15,33978.49,5096.77,28881.72,28501.77,178.05,761.44,-559.54,Completed,-1.94,Loss,Medium Discount
O00308,2026-05-23 10:21:09,C0059,P039,1,35994.24,0,35994.24,0.0,35994.24,22531.52,353.94,392.23,12716.55,Completed,35.33,Profit,No Discount
O00309,2026-07-31 14:51:54,C0046,P045,1,62341.11,5,62341.11,3117.06,59224.05,46430.26,378.44,1637.26,10778.09,Completed,18.2,Profit,Low Discount
O00310,2026-07-19 01:09:31,C0012,P048,1,4611.21,15,4611.21,691.68,3919.53,3706.72,479.78,103.57,-370.54,Completed,-9.45,Loss,Medium Discount
O00311,2026-05-20 16:16:06,C0091,P046,5,19668.85,15,98344.25,14751.64,83592.61,74317.75,68.25,2293.11,6913.5,Completed,8.27,Profit,Medium Discount
O00312,2026-07-28 23:57:03,C0068,P030,1,3158.31,10,3158.31,315.83,2842.48,2230.6,216.07,35.31,360.5,Completed,12.68,Profit,Medium Discount
O00313,2026-05-19 18:45:55,C0084,P049,1,24913.36,10,24913.36,2491.34,22422.02,16263.03,194.49,560.48,5404.02,Completed,24.1,Profit,Medium Discount
O00314,2026-06-09 18:40:19,C0029,P041,2,33978.49,5,67956.98,3397.85,64559.13,57003.54,317.15,658.67,6579.77,Completed,10.19,Profit,Low Discount
O00315,2026-06-05 03:00:15,C0073,P039,4,35994.24,0,143976.96,0.0,143976.96,90126.08,337.04,3573.45,49940.39,Completed,34.69,Profit,No Discount
O00316,2026-08-06 06:00:18,C0003,P016,2,6487.76,0,12975.52,0.0,12975.52,11145.98,239.92,206.32,1383.3,Completed,10.66,Profit,No Discount
O00317,2026-05-18 17:56:56,C0045,P015,2,52959.23,20,105918.46,21183.69,84734.77,77188.34,413.61,1213.49,5919.33,Completed,6.99,Profit,High Discount
O00318,2026-07-16 02:16:38,C0024,P038,4,7609.77,5,30439.08,1521.95,28917.13,21013.12,433.33,522.76,6947.92,Completed,24.03,Profit,Low Discount
O00319,2026-05-31 13:32:12,C0073,P038,2,7609.77,10,15219.54,1521.95,13697.59,10506.56,151.83,242.24,2796.96,Completed,20.42,Profit,Medium Discount
O00320,2026-06-08 22:18:37,C0044,P015,1,52959.23,10,52959.23,5295.92,47663.31,38594.17,193.49,1031.62,7844.03,Completed,16.46,Profit,Medium Discount
O00321,2026-05-29 00:34:35,C0057,P036,4,65042.97,15,260171.88,39025.78,221146.1,169454.88,218.55,2949.47,48523.2,Completed,21.94,Profit,Medium Discount
O00322,2026-07-01 17:56:15,C0068,P037,1,5368.01,5,5368.01,268.4,5099.61,4390.17,119.51,53.59,536.34,Completed,10.52,Profit,Low Discount
O00323,2026-07-20 18:24:44,C0092,P035,3,54528.17,5,163584.51,8179.23,155405.28,132465.87,406.27,3406.45,19126.69,Completed,12.31,Profit,Low Discount
O00324,2026-05-27 21:00:25,C0064,P005,2,57603.46,15,115206.92,17281.04,97925.88,90968.32,311.1,2075.42,4571.04,Completed,4.67,Profit,Medium Discount
O00325,2026-07-10 12:36:16,C0050,P005,3,57603.46,10,172810.38,17281.04,155529.34,136452.48,111.11,1864.18,17101.57,Completed,11.0,Profit,Medium Discount
O00326,2026-06-06 22:21:16,C0064,P027,2,10161.47,5,20322.94,1016.15,19306.79,14831.52,190.94,249.85,4034.48,Completed,20.9,Profit,Low Discount
O00327,2026-06-30 22:04:04,C0042,P037,2,5368.01,0,10736.02,0.0,10736.02,8780.34,480.16,174.78,1300.74,Cancelled,12.12,Profit,No Discount
O00328,2026-07-23 16:19:54,C0068,P018,4,5164.57,10,20658.28,2065.83,18592.45,16134.4,89.69,411.59,1956.77,Completed,10.52,Profit,Medium Discount
